geoid_r,macroregion,impact,diff,year_c,region,allpat,pop_r,yearsofeducation_r,gdppcregion_r,lnpopulationdensity_r,shape_area_r,id_c,pop_r_ip,yearsofeducation_r_ip,gdppcregion_r_ip,lnpopulationdensity_r_ip,shape_area_r_ip,region_ip
1,Latin America,.12582392,-1,2005,,0,,,,,,,36550.68,,-3904.0869,-.85794836,92325293763.10001,Amazonas
2,Latin America,.12582392,-1,2005,,0,,,,,,,66687.297,4.4856615,-799.409,1.4136535,20379560739.7,Delta Amacuro
3,Latin America,.12582392,0,2005,,0,,,,,,,6163.3516,6.5999708,3962.2661,-1.906716,41483373768.3,Alto Paraguay
4,Latin America,.12582392,0,2005,,0,,,,,,,351170.44,7.7256889,4145.8413,3.800348,7800428226.71,Alto Paran
5,Latin America,.12582392,0,2005,,0,,,,,,,64781.813,7.167758,3569.9226,2.254313,6794915793.21,Amambay
6,Latin America,.12582392,0,2005,,0,,,,,,,285652.44,10.418023,6454.1533,8.3157492,69879453.28659999,Asuncin
7,Latin America,.12582392,0,2005,,0,,,,,,,25651.768,6.8391519,4532.7983,-.6322633,47849686284,Boquern
8,Latin America,.12582392,0,2005,,0,,,,,,,251042.08,7.1643653,2299.8889,3.5564506,7159642935.26,Caaguaz
9,Latin America,.12582392,0,2005,,0,,,,,,,80562.953,6.9223943,3091.7109,2.7129805,5341929871.34,Caazap
10,Latin America,.12582392,0,2005,,0,,,,,,,86179.164,6.6516585,4877.439,2.3482115,8188552856.75,Canindey
11,Latin America,.12582392,-1,2005,,0,,,,,,,905559.25,8.7363434,3347.5149,6.5191817,1317834288.58,Central
12,Latin America,.12582392,0,2005,,0,,,,,,,100079.95,7.3897591,2636.354,2.286468,10168011242.9,Concepcin
13,Latin America,.12582392,0,2005,,0,,,,,,,138730.95,7.6053748,2410.854,3.9511449,2662598349.84,Cordillera
14,Latin America,.12582392,0,2005,,0,,,,,,,103488.02,7.5525103,2931.3765,3.8811524,2133182498.85,Guair
15,Latin America,.12582392,0,2005,,0,,,,,,,272478.69,7.2780528,3553.4956,3.4264269,8838556899,Itapa
16,Latin America,.12582392,0,2005,,0,,,,,,,60521.82,7.9298611,3452.4541,2.5254719,4836158821.04,Misiones
17,Latin America,.12582392,0,2005,,0,,,,,,,44493.516,7.8958273,2775.8735,1.9663775,6223560913.46,eembuc
18,Latin America,.12582392,0,2005,,0,,,,,,,127718.09,7.503408,2186.4319,3.2658515,4872239266.95,Paraguar
19,Latin America,.12582392,0,2005,,0,,,,,,,49522.727,6.8476458,3731.9709,.20928469,40019483030.8,Presidente Hayes
20,Latin America,.12582392,0,2005,,0,,,,,,,183410.55,7.0208721,2438.177,2.7685466,11498721029.2,San Pedro
21,Latin America,.12582392,-1,2005,,0,,,,,,,72642.016,6.3569889,9253.7324,2.9550669,3782855672.49,Colonia
22,Latin America,.12582392,-1,2005,,0,,,,,,,62952.168,5.966126,5471.731,3.0246921,3062277483.73,San Jos
23,Latin America,.12582392,-1,2005,,0,,,,,,,45791.656,6.3045931,5000.7739,1.854847,7170318318.47,Artigas
24,Latin America,.12582392,-1,2005,,0,,,,,,,15121.13,6.2665801,8113.3311,1.571066,3142546723.86,Flores
25,Latin America,.12582392,-1,2005,,0,,,,,,,67442.641,6.6080718,6907.311,2.092566,8322036950.58,Paysand
26,Latin America,.12582392,-1,2005,,0,,,,,,,32363.523,6.3306732,6600.1411,1.758031,5582965178.5,Ro Negro
27,Latin America,.12582392,-1,2005,,1,,,,,,1562,72783.008,6.588243,5033.4321,2.1659851,8351051741.99,Salto
28,Latin America,.12582392,-1,2005,,0,,,,,,,50962.344,6.1496472,6224.6221,2.2347901,5455987653.91,Soriano
29,Latin America,.12582392,-1,2005,,0,,,,,,,51653.176,6.135592,5689.3071,1.83127,8282024515.9,Cerro Largo
30,Latin America,.12582392,-1,2005,,0,,,,,,,35236.297,6.0901241,6845.7339,1.599344,7124519111.09,Durazno
31,Latin America,.12582392,-1,2005,,0,,,,,,,62187.16,5.8398228,4848.4971,2.41786,5550398892.020001,Rivera
32,Latin America,.12582392,-1,2005,,0,,,,,,,53658.953,5.8808198,6485.8979,1.730688,9516859823.92,Tacuaremb
33,Latin America,.12582392,-1,2005,,0,,,,,,,29646.221,6.7487502,5991.4482,1.646721,5712304447.15,Treinta y Tres
34,Latin America,.12582392,1,2005,,0,,,,,,,299631.47,6.7002239,4059.7939,4.6904459,2761628762.95,Canelones
35,Latin America,.12582392,-1,2005,,0,,,,,,,41121.891,6.2383928,8112.4292,1.887962,6226004539.56,Florida
36,Latin America,.12582392,-1,2005,,0,,,,,,,36787.656,6.2731771,6351.8179,1.781363,6195374052.45,Lavalleja
37,Latin America,.12582392,1,2005,,0,,,,,,,87163.953,6.915278,9266.7627,3.4281771,2842029160.69,Maldonado
38,Latin America,.12582392,0,2005,,2,,,,,,1562,811320.94,8.1730576,13913.03,7.6997719,367480523.369,Montevideo
39,Latin America,.12582392,-1,2005,,0,,,,,,,42464.711,6.190968,7214.2598,1.851689,6665797085.31,Rocha
40,Latin America,.12582392,-1,2005,Lambayeque,0,551859.88,7.5905819,3708.936,4.3779292,6926573316.63,,551859.88,7.5905819,3708.936,4.3779292,6926573316.63,Lambayeque
41,Latin America,.12582392,-1,2005,Piura,0,827877.88,6.525187,3665.135,3.803323,18458826907.1,,827877.88,6.525187,3665.135,3.803323,18458826907.1,Piura
42,Latin America,.12582392,-1,2005,Tumbes,0,98042.516,7.6157432,3933.8979,3.74529,2316624622.3,,98042.516,7.6157432,3933.8979,3.74529,2316624622.3,Tumbes
43,Latin America,.12582392,-1,2005,Apurmac,0,208955.42,5.1138039,1782.902,2.9597731,10830302245,,208955.42,5.1138039,1782.902,2.9597731,10830302245,Apurmac
44,Latin America,.12582392,0,2005,Arequipa,0,586466.44,9.3614168,7416.0669,2.881927,32857776134,,586466.44,9.3614168,7416.0669,2.881927,32857776134,Arequipa
45,Latin America,.12582392,0,2005,Cusco,0,597504.56,6.4683971,3262.843,2.7486,38250703538.3,,597504.56,6.4683971,3262.843,2.7486,38250703538.3,Cusco
46,Latin America,.12582392,-1,2005,Madre de Dios,0,53424.84,8.0303097,5812.9971,.2194304,42898867956.7,,53424.84,8.0303097,5812.9971,.2194304,42898867956.7,Madre de Dios
47,Latin America,.12582392,-1,2005,Puno,0,648275.81,6.2792392,2728.124,2.847019,37611026961.4,,648275.81,6.2792392,2728.124,2.847019,37611026961.4,Puno
48,Latin America,.12582392,-1,2005,Moquegua,0,82513.586,8.8584671,15917.43,2.3370719,7971645797.8,,82513.586,8.8584671,15917.43,2.3370719,7971645797.8,Moquegua
49,Latin America,.12582392,-1,2005,Tacna,0,147460.22,9.020318,7992.9961,2.859091,8452543530.28,,147460.22,9.020318,7992.9961,2.859091,8452543530.28,Tacna
50,Latin America,.12582392,-1,2005,Ancash,0,536592.75,6.630713,5718.001,3.3789611,18288608396,,536592.75,6.630713,5718.001,3.3789611,18288608396,Ancash
51,Latin America,.12582392,-1,2005,Cajamarca,0,696469.94,4.692935,3726.2119,3.696631,17277302417.9,,696469.94,4.692935,3726.2119,3.696631,17277302417.9,Cajamarca
52,Latin America,.12582392,-1,2005,Hunuco,0,382671.47,5.0474782,2204.23,3.021894,18639497500.9,,382671.47,5.0474782,2204.23,3.021894,18639497500.9,Hunuco
53,Latin America,.12582392,-1,2005,La Libertad,0,797731.44,7.3270898,4282.3599,4.1580739,12474642322.2,,797731.44,7.3270898,4282.3599,4.1580739,12474642322.2,La Libertad
54,Latin America,.12582392,-1,2005,Pasco,0,140452.23,7.1945949,6390.3589,2.4451561,12178979491.8,,140452.23,7.1945949,6390.3589,2.4451561,12178979491.8,Pasco
55,Latin America,.12582392,-1,2005,San Martn,0,358294.72,5.6445799,2716.5439,2.593668,26780870618.6,,358294.72,5.6445799,2716.5439,2.593668,26780870618.6,San Martn
56,Latin America,.12582392,-1,2005,Amazonas,0,188437.7,4.9178438,2637.7371,2.2196009,20474219162.7,,188437.7,4.9178438,2637.7371,2.2196009,20474219162.7,Amazonas
57,Latin America,.12582392,-1,2005,Loreto w/ Ucayali,0,651472.19,6.536684,3763.6699,.99312812,241315827908,1574,651472.19,6.536684,3763.6699,.99312812,241315827908,Loreto w/ Ucayali
58,Latin America,.12582392,-1,2005,Ayacucho,0,310262.41,5.556613,2320.5271,2.6113319,22784634904.3,,310262.41,5.556613,2320.5271,2.6113319,22784634904.3,Ayacucho
59,Latin America,.12582392,-1,2005,Huancavelica,0,230824.97,4.673645,3240.104,3.004087,11445225820.1,,230824.97,4.673645,3240.104,3.004087,11445225820.1,Huancavelica
60,Latin America,.12582392,-1,2005,Ica,0,359565.22,8.8798456,5886.7881,3.504885,10805017339.7,,359565.22,8.8798456,5886.7881,3.504885,10805017339.7,Ica
61,Latin America,.12582392,-1,2005,Junn,0,622653.94,7.4207549,4022.853,3.3121691,22687675673.2,,622653.94,7.4207549,4022.853,3.3121691,22687675673.2,Junn
62,Latin America,.12582392,0,2005,Lima w/ Callao,2,4630132,9.7728014,8383.8867,5.5414791,18153468832,1574,4630132,9.7728014,8383.8867,5.5414791,18153468832,Lima w/ Callao
63,Latin America,.12582392,0,2005,Bocas Del Toro,0,54699.602,6.0366631,3006.4629,2.498827,4495286625.75,,54699.602,6.0366631,3006.4629,2.498827,4495286625.75,Bocas Del Toro
64,Latin America,.12582392,0,2005,Chiriqu,0,199866.67,7.647584,4259.6152,3.8482511,4260555361.35,,199866.67,7.647584,4259.6152,3.8482511,4260555361.35,Chiriqu
65,Latin America,.12582392,0,2005,Cocl,0,110975.73,7.0875459,3371.2241,3.7951059,2494792556.34,,110975.73,7.0875459,3371.2241,3.7951059,2494792556.34,Cocl
66,Latin America,.12582392,0,2005,Coln,0,113702.22,8.1343765,14411.67,3.8078401,2523742417.35,,113702.22,8.1343765,14411.67,3.8078401,2523742417.35,Coln
67,Latin America,.12582392,0,2005,Herrera,0,53957.258,7.257998,3796.4231,3.8118451,1192852123.88,,53957.258,7.257998,3796.4231,3.8118451,1192852123.88,Herrera
68,Latin America,.12582392,0,2005,Los Santos,0,43937.742,6.9878368,4251.9829,3.1261129,1928342298.52,,43937.742,6.9878368,4251.9829,3.1261129,1928342298.52,Los Santos
69,Latin America,.12582392,0,2005,Panam City,0,790053.31,9.5307655,10005.4,4.919282,5770844452.5,1568,790053.31,9.5307655,10005.4,4.919282,5770844452.5,Panam City
70,Latin America,.12582392,1,2005,Veraguas,0,110831.25,6.6207352,2821.061,2.9939809,5551275600.85,,110831.25,6.6207352,2821.061,2.9939809,5551275600.85,Veraguas
71,Latin America,.12582392,1,2005,Darin,0,22539.064,4.2801971,2228.3501,1.0014549,8279602670.13,,22539.064,4.2801971,2228.3501,1.0014549,8279602670.13,Darin
72,Latin America,.12582392,,,,,,,,,,,,,,,,
73,Latin America,.12582392,1,2005,Pacfico Central,0,970899.13,6.8024778,3023.4031,5.5063419,3942758297.31,,970899.13,6.8024778,3023.4031,5.5063419,3942758297.31,Pacfico Central
74,Latin America,.12582392,-1,2005,Pacfico Norte,0,379011.38,5.1433158,1887.916,4.0822358,6393809218.06,,379011.38,5.1433158,1887.916,4.0822358,6393809218.06,Pacfico Norte
75,Latin America,.12582392,0,2005,Pacfico Sur,0,80215.07,4.8031392,1819.6219,3.417433,2630774932.27,,80215.07,4.8031392,1819.6219,3.417433,2630774932.27,Pacfico Sur
76,Latin America,.12582392,0,2005,Interior Sur,0,205633.38,3.5225899,1738.943,2.9176359,11116815002.7,,205633.38,3.5225899,1738.943,2.9176359,11116815002.7,Interior Sur
77,Latin America,.12582392,1,2005,Azuay,0,327418.22,6.7957401,6270.7959,4.3072872,4410338045.59,,327418.22,6.7957401,6270.7959,4.3072872,4410338045.59,Azuay
78,Latin America,.12582392,0,2005,El Oro,0,281925.09,7.3237629,4663.688,4.5052028,3115651926.97,,281925.09,7.3237629,4663.688,4.5052028,3115651926.97,El Oro
79,Latin America,.12582392,0,2005,Loja,0,214190.55,6.841301,3134.1389,3.626442,5699759698.93,,214190.55,6.841301,3134.1389,3.626442,5699759698.93,Loja
80,Latin America,.12582392,0,2005,Zamora Chinchipe,0,41975.668,6.340837,3140.6741,2.1751189,4768210891.94,,41975.668,6.340837,3140.6741,2.1751189,4768210891.94,Zamora Chinchipe
81,Latin America,.12582392,0,2005,Galapagos,0,10834.106,,15567.83,1.035573,3846355901.99,,10834.106,,15567.83,1.035573,3846355901.99,Galapagos
82,Latin America,.12582392,0,2005,Bolivar,0,88483.18,5.6263952,2405.6641,3.808362,1962954015.55,,88483.18,5.6263952,2405.6641,3.808362,1962954015.55,Bolivar
83,Latin America,.12582392,0,2005,Caar,0,108360.65,5.5552931,4061.4189,4.021945,1941614876.28,,108360.65,5.5552931,4061.4189,4.021945,1941614876.28,Caar
84,Latin America,.12582392,0,2005,Cotopaxi,0,189318.19,5.62113,4815.1582,3.9936881,3489439637.69,,189318.19,5.62113,4815.1582,3.9936881,3489439637.69,Cotopaxi
85,Latin America,.12582392,1,2005,Guayas,0,1811235.4,7.5870171,5156.5669,5.2402229,9597872391.23,,1811235.4,7.5870171,5156.5669,5.2402229,9597872391.23,Guayas
86,Latin America,.12582392,1,2005,Los Rios,0,356011.47,6.0135188,3480.5471,4.6737452,3324163027.61,,356011.47,6.0135188,3480.5471,4.6737452,3324163027.61,Los Rios
87,Latin America,.12582392,0,2005,Manabi,0,638196.56,6.042459,3662.1479,4.180809,9755559057.08,,638196.56,6.042459,3662.1479,4.180809,9755559057.08,Manabi
88,Latin America,.12582392,1,2005,Chimborazo,0,215590.42,6.0778131,2766.2859,4.2508459,3072631655.77,,215590.42,6.0778131,2766.2859,4.2508459,3072631655.77,Chimborazo
89,Latin America,.12582392,0,2005,Morona Santiago,0,65440.73,5.9931922,2486.3989,1.693681,12030725776.1,,65440.73,5.9931922,2486.3989,1.693681,12030725776.1,Morona Santiago
90,Latin America,.12582392,0,2005,Napo w/ Orellana,0,100042.42,6.289103,27673.381,1.7745939,16962420325.1,,100042.42,6.289103,27673.381,1.7745939,16962420325.1,Napo w/ Orellana
91,Latin America,.12582392,0,2005,Pichincha,0,1326746.3,8.4800234,6026.0801,5.2253079,7136174002.020001,,1326746.3,8.4800234,6026.0801,5.2253079,7136174002.020001,Pichincha
92,Latin America,.12582392,0,2005,Pastaza,0,36070.406,7.051929,15665.77,.90463227,14597357248.2,,36070.406,7.051929,15665.77,.90463227,14597357248.2,Pastaza
93,Latin America,.12582392,0,2005,Tungurahua,0,236280.39,6.747499,4552.6699,5.0328979,1540521811.83,,236280.39,6.747499,4552.6699,5.0328979,1540521811.83,Tungurahua
94,Latin America,.12582392,0,2005,Esmeraldas,0,239884.14,6.0239172,5590.6079,3.428483,7780908089.4,,239884.14,6.0239172,5590.6079,3.428483,7780908089.4,Esmeraldas
95,Latin America,.12582392,0,2005,Carchi,0,79583.742,6.055161,3551.1499,3.7505009,1870692713.59,,79583.742,6.055161,3551.1499,3.7505009,1870692713.59,Carchi
96,Latin America,.12582392,0,2005,Imbabura,0,185312.11,6.1941342,3415.0149,4.349627,2392680949.68,,185312.11,6.1941342,3415.0149,4.349627,2392680949.68,Imbabura
97,Latin America,.12582392,0,2005,Sucumbios,0,75554.523,6.0217628,31044.801,2.095521,9293669898.290001,,75554.523,6.0217628,31044.801,2.095521,9293669898.290001,Sucumbios
98,Latin America,.12582392,0,2005,Nuevos Departamentos,0,462982.53,5.8950558,11279.37,.64605403,242653705062,,462982.53,5.8950558,11279.37,.64605403,242653705062,Nuevos Departamentos
99,Latin America,.12582392,0,2005,Antioquia,0,2840030.3,6.9178648,6768.312,4.490633,31846802056.2,,2840030.3,6.9178648,6768.312,4.490633,31846802056.2,Antioquia
100,Latin America,.12582392,-1,2005,Boyaca,0,612633.44,5.7720098,5598.106,3.9477479,11822668641.6,,612633.44,5.7720098,5598.106,3.9477479,11822668641.6,Boyaca
101,Latin America,.12582392,-1,2005,Cordoba,0,744099.44,5.5490532,3866.4929,4.0647779,12773806644.5,,744099.44,5.5490532,3866.4929,4.0647779,12773806644.5,Cordoba
102,Latin America,.12582392,0,2005,Santander,0,969653.31,6.7435699,9500.6211,4.1421032,15407210615.1,,969653.31,6.7435699,9500.6211,4.1421032,15407210615.1,Santander
103,Latin America,.12582392,-1,2005,La Guajira,0,336769.31,4.9341769,4743.4839,3.4830799,10343085026.3,,336769.31,4.9341769,4743.4839,3.4830799,10343085026.3,La Guajira
104,Latin America,.12582392,-1,2005,Caldas,0,454202.25,6.432785,5186.5469,4.7329001,3997393867.76,,454202.25,6.432785,5186.5469,4.7329001,3997393867.76,Caldas
105,Latin America,.12582392,-1,2005,Cundinamarca,0,1125760.1,6.4773669,6105.6138,4.5907168,11421490347.9,,1125760.1,6.4773669,6105.6138,4.5907168,11421490347.9,Cundinamarca
106,Latin America,.12582392,0,2005,Bogota,0,3421768,9.2539721,10505.99,8.3740568,789666693.072,,3421768,9.2539721,10505.99,8.3740568,789666693.072,Bogota
107,Latin America,.12582392,-1,2005,Quindio,0,261865.8,6.7434878,4169.4712,5.7529159,831034603.6440001,,261865.8,6.7434878,4169.4712,5.7529159,831034603.6440001,Quindio
108,Latin America,.12582392,-1,2005,Risaralda,0,434396.5,6.5254102,5051.6631,5.3390489,2085291694.98,,434396.5,6.5254102,5051.6631,5.3390489,2085291694.98,Risaralda
109,Latin America,.12582392,0,2005,Tolima,0,662230.38,5.9573331,4624.9922,4.0469408,11572973274.5,,662230.38,5.9573331,4624.9922,4.0469408,11572973274.5,Tolima
110,Latin America,.12582392,-1,2005,Caqueta,0,170136.23,5.132556,3528.856,1.328763,45052859825.4,,170136.23,5.132556,3528.856,1.328763,45052859825.4,Caqueta
111,Latin America,.12582392,-1,2005,Cauca,0,595520.38,5.0414348,3227.4661,3.7260439,14344858037.5,,595520.38,5.0414348,3227.4661,3.7260439,14344858037.5,Cauca
112,Latin America,.12582392,-1,2005,Huila,0,504628.94,5.5511608,4644.501,3.9155569,10056974420,,504628.94,5.5511608,4644.501,3.9155569,10056974420,Huila
113,Latin America,.12582392,-1,2005,Narino,0,754457.63,4.9838939,2788.188,3.8548429,15977094513.5,,754457.63,4.9838939,2788.188,3.8548429,15977094513.5,Narino
114,Latin America,.12582392,0,2005,Valle del Cauca,0,2044515.1,7.439569,6875.2632,5.220046,11054857778.3,,2044515.1,7.439569,6875.2632,5.220046,11054857778.3,Valle del Cauca
115,Latin America,.12582392,-1,2005,Atlantico,0,1081396.6,8.1514645,5214.3662,6.415925,1768414965.15,,1081396.6,8.1514645,5214.3662,6.415925,1768414965.15,Atlantico
116,Latin America,.12582392,-1,2005,Bolivar,1,935189.81,6.6329432,5774.25,4.2629781,13167760934.3,1749,935189.81,6.6329432,5774.25,4.2629781,13167760934.3,Bolivar
117,Latin America,.12582392,-1,2005,Cesar,0,448245.47,6.002615,5610.3252,3.6554821,11586712895.8,,448245.47,6.002615,5610.3252,3.6554821,11586712895.8,Cesar
118,Latin America,.12582392,-1,2005,Choco,0,196633.92,5.56147,2548.2571,2.1408091,23116225428.4,,196633.92,5.56147,2548.2571,2.1408091,23116225428.4,Choco
119,Latin America,.12582392,-1,2005,Magdalena,1,581278.56,6.068984,3247.21,3.8989999,11777961120.8,1749,581278.56,6.068984,3247.21,3.8989999,11777961120.8,Magdalena
120,Latin America,.12582392,-1,2005,Sucre,0,388447.91,5.602993,2582.8279,4.2226658,5694455942.05,,388447.91,5.602993,2582.8279,4.2226658,5694455942.05,Sucre
121,Latin America,.12582392,-1,2005,Norte de Santander,0,614213.19,5.944488,3576.959,4.0238109,10985004417.2,,614213.19,5.944488,3576.959,4.0238109,10985004417.2,Norte de Santander
122,Latin America,.12582392,-1,2005,Meta,0,359914.22,6.673852,8266.0195,2.123168,43064446703.3,,359914.22,6.673852,8266.0195,2.123168,43064446703.3,Meta
123,Latin America,.12582392,,,,,,,,,,,,,,,,
124,Latin America,.12582392,-1,2005,,0,,,,,,,70433.047,7.7160978,8779.6709,-.09026105,76839755723,Aisn del General Carlos Ibez del Campo
125,Latin America,.12582392,-1,2005,,0,,,,,,,126219.84,8.8471737,12116.635,.2018562,103100372772,Magallanes y Antrtica Chilena
126,Latin America,.12582392,1,2005,,0,,,,,,,243018.08,9.4065647,14842.36,2.0715344,30472671431.4,Tarapac
127,Latin America,.12582392,0,2005,,6,,,,,,1552,288273.28,9.7002621,32245.824,1.4368815,68215894865.7,Antofagasta
128,Latin America,.12582392,0,2005,,0,,,,,,,149846.61,8.4782572,14464.44,1.222111,44071108979.7,Atacama
129,Latin America,.12582392,0,2005,,1,,,,,,1552,379565.84,8.2505608,7835.3169,2.7953565,23063417796.2,Coquimbo
130,Latin America,.12582392,1,2005,,37,,,,,,1552,3847725,9.4120388,13036.66,5.9982967,9525529380.4,Regin Metropolitana de Santiago
131,Latin America,.12582392,0,2005,,0,,,,,,,974614.13,9.1659508,9095.2148,4.6186509,9587356227.99,Valparaso
132,Latin America,.12582392,0,2005,,0,,,,,,,584001.5,7.3749399,4704.8481,3.3262866,20936568571.7,Araucana
133,Latin America,.12582392,0,2005,,0,,,,,,,1217367,8.04671,7618.2124,3.9845791,22613050794.4,Biobo
134,Latin America,.12582392,0,2005,,0,,,,,,,500553.94,7.8406181,9452.7998,3.9473855,9637730927.48,Libertador General Bernardo O'Higgins
135,Latin America,.12582392,0,2005,,1,,,,,,1552,756055.25,7.32651,6496.3242,2.8324854,44383940799,Los Lagos
136,Latin America,.12582392,-1,2005,,0,,,,,,,586078.63,7.2587452,6589.4385,3.4359021,18835596965,Maule
137,Latin America,.12582392,0,2005,Acre,1,327154.97,5.546298,4257.9131,1.439631,77540701828.5,1572,327154.97,5.546298,4257.9131,1.439631,77540701828.5,Acre
138,Latin America,.12582392,0,2005,"Amazonas, MG, MG do Sul, Rondnia, Roraima",11,5044303,6.2464938,6714.6572,1.097743,1682896552930,1572,5044303,6.2464938,6714.6572,1.097743,1682896552930,"Amazonas, MG, MG do Sul, Rondnia, Roraima"
139,Latin America,.12582392,-1,2005,Maranho,2,3093815.8,5.0167198,2522.7029,2.9323399,164814479324,1572,3093815.8,5.0167198,2522.7029,2.9323399,164814479324,Maranho
140,Latin America,.12582392,0,2005,Par and Amap,2,3146613.5,5.550251,4253.3232,1.511686,693947318101,1572,3146613.5,5.550251,4253.3232,1.511686,693947318101,Par and Amap
141,Latin America,.12582392,0,2005,"Gois, DF, Tocantins",49,4735588,6.972908,9340.4004,2.682606,323841818471,1572,4735588,6.972908,9340.4004,2.682606,323841818471,"Gois, DF, Tocantins"
142,Latin America,.12582392,0,2005,Minas Gerais,90,10153868,6.2889409,6129.874,3.4855869,311071557744,1572,10153868,6.2889409,6129.874,3.4855869,311071557744,Minas Gerais
143,Latin America,.12582392,0,2005,Rio Grande do Sul,8,6130864,6.8751488,8284.0029,3.666327,156767526358,1572,6130864,6.8751488,8284.0029,3.666327,156767526358,Rio Grande do Sul
144,Latin America,.12582392,0,2005,So Paulo,12,21374194,7.4597888,11253.15,5.0686712,134460240045,1572,21374194,7.4597888,11253.15,5.0686712,134460240045,So Paulo
145,Latin America,.12582392,0,2005,Paran,6,5643936.5,6.7048588,7556.8872,3.940733,109684061446,1572,5643936.5,6.7048588,7556.8872,3.940733,109684061446,Paran
146,Latin America,.12582392,0,2005,Santa Catarina,11,3283865.8,6.821033,8938.9609,4.1165009,53531785353.8,1572,3283865.8,6.821033,8938.9609,4.1165009,53531785353.8,Santa Catarina
147,Latin America,.12582392,0,2005,Cear,2,4084790.8,5.437366,3086.4021,4.0081482,74208432658.5,1572,4084790.8,5.437366,3086.4021,4.0081482,74208432658.5,Cear
148,Latin America,.12582392,0,2005,Piau,0,1545454.5,4.821074,2227.979,2.4906909,128045068984,,1545454.5,4.821074,2227.979,2.4906909,128045068984,Piau
149,Latin America,.12582392,0,2005,Alagoas,0,1551999.5,4.897738,2832.3259,4.6857109,14319015560.4,,1551999.5,4.897738,2832.3259,4.6857109,14319015560.4,Alagoas
150,Latin America,.12582392,0,2005,Bahia,13,7218395,5.3533859,3956.582,3.2192471,288628643432,1572,7218395,5.3533859,3956.582,3.2192471,288628643432,Bahia
151,Latin America,.12582392,0,2005,Esprito Santo,3,1769177.8,6.6602468,8677.0078,4.2828412,24420652813.4,1572,1769177.8,6.6602468,8677.0078,4.2828412,24420652813.4,Esprito Santo
152,Latin America,.12582392,-1,2005,Paraba,6,1857704.3,5.1292019,2806.269,4.1703811,28694795369.2,1572,1857704.3,5.1292019,2806.269,4.1703811,28694795369.2,Paraba
153,Latin America,.12582392,0,2005,Pernambuco,0,4290165.5,5.7382598,3606.2419,4.4596438,49622116879.4,,4290165.5,5.7382598,3606.2419,4.4596438,49622116879.4,Pernambuco
154,Latin America,.12582392,0,2005,Rio de Janeiro,9,8247614,7.5868869,9902.5566,5.8466678,23831571172.6,1572,8247614,7.5868869,9902.5566,5.8466678,23831571172.6,Rio de Janeiro
155,Latin America,.12582392,0,2005,Rio Grande do Norte,1,1523973.5,5.7812548,3614.864,4.0438852,26714094939.1,1572,1523973.5,5.7812548,3614.864,4.0438852,26714094939.1,Rio Grande do Norte
156,Latin America,.12582392,-1,2005,Sergipe,0,991859.5,5.4372249,4222.3008,4.5060701,10951883656.7,,991859.5,5.4372249,4222.3008,4.5060701,10951883656.7,Sergipe
157,Latin America,.12582392,-1,2005,La Paz,0,1338771.4,,2801.595,2.958123,69504016964.3,,1338771.4,7.2367039,2801.595,2.958123,69504016964.3,La Paz
158,Latin America,.12582392,-1,2005,Oruro,0,221807.34,,3657.156,2.0290229,29159658186.5,,221807.34,7.1978378,3657.156,2.0290229,29159658186.5,Oruro
159,Latin America,.12582392,-1,2005,Pando,0,33464.078,,4338.4458,.033923499,32347898083.9,,33464.078,6.6760278,4338.4458,.033923499,32347898083.9,Pando
160,Latin America,.12582392,0,2005,Cochabamba,0,861289.13,,3136.1809,3.3717051,29568963166.5,,861289.13,6.5313578,3136.1809,3.3717051,29568963166.5,Cochabamba
161,Latin America,.12582392,0,2005,Chuquisaca,0,312688.44,,2525.062,2.431741,27480214958.5,,312688.44,5.0903091,2525.062,2.431741,27480214958.5,Chuquisaca
162,Latin America,.12582392,0,2005,Beni,0,206837.91,,2684.1101,.64285767,108752832001,,206837.91,6.6234798,2684.1101,.64285767,108752832001,Beni
163,Latin America,.12582392,0,2005,Potos,0,399579.56,,2089.533,1.846333,63059573022.4,,399579.56,4.3733592,2089.533,1.846333,63059573022.4,Potos
164,Latin America,.12582392,0,2005,Santa Cruz,0,1245899.9,,3913.3369,1.873991,191257825307,,1245899.9,7.2692261,3913.3369,1.873991,191257825307,Santa Cruz
165,Latin America,.12582392,-1,2005,Tarija,0,242892.72,,6853.646,2.5029089,19879933045,,242892.72,6.1689448,6853.646,2.5029089,19879933045,Tarija
166,Latin America,.12582392,-1,2005,Santa Cruz,1,175426.47,8.4062061,26257.32,-.051079702,184619998934,1550,175426.47,8.4062061,26257.32,-.051079702,184619998934,Santa Cruz
167,Latin America,.12582392,-1,2005,Tierra del Fuego,0,96424.148,9.3063717,22277.039,1.685636,17869952839.8,,96424.148,9.3063717,22277.039,1.685636,17869952839.8,Tierra del Fuego
168,Latin America,.12582392,-1,2005,San Juan,1,378018.44,7.9094639,4816.0112,2.009217,50689865042.5,1550,378018.44,7.9094639,4816.0112,2.009217,50689865042.5,San Juan
169,Latin America,.12582392,1,2005,Chubut,0,315868.81,8.0153456,16100.35,.70924491,155412382393,,315868.81,8.0153456,16100.35,.70924491,155412382393,Chubut
170,Latin America,.12582392,0,2005,Mendoza,0,1005199.1,7.9916172,9301.6396,2.3899331,92112251722.5,1550,1005199.1,7.9916172,9301.6396,2.3899331,92112251722.5,Mendoza
