geoid_r,macroregion,impact,diff,year_c,region,allpat,pop_r,yearsofeducation_r,gdppcregion_r,lnpopulationdensity_r,shape_area_r,id_c,pop_r_ip,yearsofeducation_r_ip,gdppcregion_r_ip,lnpopulationdensity_r_ip,shape_area_r_ip,region_ip
484,Western Europe,.45133045,1,2005,Ciudad Real,0,321853.38,,22043.67,3.22839,12752229071.5,1777,321853.38,8.4177351,22043.67,3.22839,12752229071.5,Ciudad Real
485,Western Europe,.45133045,1,2005,Cuenca,0,135704.48,,21769.26,2.4961331,11182461690,,135704.48,8.398757,21769.26,2.4961331,11182461690,Cuenca
486,Western Europe,.45133045,1,2005,Guadalajara,0,134731.41,,24596.1,2.8142381,8077199670.96,,134731.41,9.1568184,24596.1,2.8142381,8077199670.96,Guadalajara
487,Western Europe,.45133045,1,2005,Toledo,11,389790.63,,22523.551,3.6616509,10013746053.8,1777,389790.63,8.4895258,22523.551,3.6616509,10013746053.8,Toledo
488,Western Europe,.45133045,0,2005,vila,0,110063.42,,22320.18,3.032495,5304533044.53,,110063.42,9.0393229,22320.18,3.032495,5304533044.53,vila
489,Western Europe,.45133045,0,2005,Salamanca,7,233021.94,,23476.039,3.35144,8163659873.86,1777,233021.94,9.1629982,23476.039,3.35144,8163659873.86,Salamanca
490,Western Europe,.45133045,0,2005,Segovia,1,103393.97,,29004.4,3.1121969,4601349538.18,1777,103393.97,9.1509237,29004.4,3.1121969,4601349538.18,Segovia
491,Western Europe,.45133045,0,2005,Soria,0,62101.063,,26956.721,2.197536,6897969338.85,,62101.063,9.5424271,26956.721,2.197536,6897969338.85,Soria
492,Western Europe,.45133045,1,2005,Valladolid,9,344587.5,,30053.961,4.1504159,5429961506.12,1777,344587.5,9.4873772,30053.961,4.1504159,5429961506.12,Valladolid
493,Western Europe,.45133045,1,2005,Zamora,0,132785.36,,21442.711,2.9314859,7079816653.71,,132785.36,9.4472752,21442.711,2.9314859,7079816653.71,Zamora
494,Western Europe,.45133045,0,2005,Madrid,173,3925616.3,,37058.82,6.610527,5284360590.62,1777,3925616.3,8.9652367,37058.82,6.610527,5284360590.62,Madrid
495,Western Europe,.45133045,1,2005,Valencia/Valncia,100,1565117,,25896.75,5.4101739,6997422396.51,1777,1565117,9.0038986,25896.75,5.4101739,6997422396.51,Valencia/Valncia
496,Western Europe,.45133045,0,2005,Badajoz,0,430783.72,,19295.07,3.4289861,13965921169.1,,430783.72,8.504035,19295.07,3.4289861,13965921169.1,Badajoz
497,Western Europe,.45133045,1,2005,Cceres,0,268502.53,,19348.961,3.033577,12926549913.9,,268502.53,8.6176758,19348.961,3.033577,12926549913.9,Cceres
498,Western Europe,.45133045,0,2005,"Palmas, Las",0,1122360.6,,25610.6,5.5680661,4285012358.7,1777,1122360.6,8.9753857,25610.6,5.5680661,4285012358.7,"Palmas, Las"
499,Western Europe,.45133045,0,2005,Murcia,4,848995.63,,23957.221,4.770802,7194033733.57,1777,848995.63,8.8411741,23957.221,4.770802,7194033733.57,Murcia
500,,,0,2005,Minnesota,7283,3700705.5,12.52074,45416.59,3.153985,157952403768,1663,3700705.5,12.52074,45416.59,3.153985,157952403768,Minnesota
501,,,0,2005,Montana,166,693688.44,12.39782,35927.43,.90921479,279445734606,1663,693688.44,12.39782,35927.43,.90921479,279445734606,Montana
502,,,0,2005,North Dakota,168,485834.78,12.25739,38108.84,1.281201,134918061248,1663,485834.78,12.25739,38108.84,1.281201,134918061248,North Dakota
503,,,0,2005,Washington,13220,4657459.5,12.40107,44066.988,3.589344,128622449931,1663,4657459.5,12.40107,44066.988,3.589344,128622449931,Washington
504,,,0,2005,South Dakota,68,549509.69,12.16214,39919.898,1.3731689,139192427859,1663,549509.69,12.16214,39919.898,1.3731689,139192427859,South Dakota
505,,,0,2005,New Hampshire,1292,882769.31,12.52744,46178.879,3.9654291,16737219136.3,1663,882769.31,12.52744,46178.879,3.9654291,16737219136.3,New Hampshire
506,,,0,2005,Vermont,1460,429784.91,12.58462,39933.09,3.218035,17205857060.4,1663,429784.91,12.58462,39933.09,3.218035,17205857060.4,Vermont
507,,,0,2005,Wisconsin,4757,3883486,12.29564,40314.23,3.642225,101724019168,1663,3883486,12.29564,40314.23,3.642225,101724019168,Wisconsin
508,,,0,2005,Maine,270,926898.63,12.30048,38155.59,2.7407229,59806909382.1,1663,926898.63,12.30048,38155.59,2.7407229,59806909382.1,Maine
509,Western Europe,.45133045,0,2005,North,231,2219813,,26585.449,5.6923409,7484522231.39,1778,2219813,7.6896391,26585.449,5.6923409,7484522231.39,North
510,Western Europe,.45133045,0,2005,North West,341,5791597,,29312.16,6.1758742,12040661247.6,1778,5791597,8.1869926,29312.16,6.1758742,12040661247.6,North West
511,Western Europe,.45133045,0,2005,South West,776,4024579.3,,31357.189,5.3556461,19001722978.8,1778,4024579.3,8.9200335,31357.189,5.3556461,19001722978.8,South West
512,Western Europe,.45133045,0,2005,Wales,103,2408043.5,,25790.16,4.9595299,16895375074.5,1778,2408043.5,8.1406622,25790.16,4.9595299,16895375074.5,Wales
513,Western Europe,.45133045,0,2005,Scotland,586,4676180,,32720.551,4.1698718,72266797765.3,1778,4676180,8.0626173,32720.551,4.1698718,72266797765.3,Scotland
514,Western Europe,.45133045,0,2005,Northern Ireland,53,1493551.8,,27267.131,4.8083062,12189882675.5,1778,1493551.8,,27267.131,4.8083062,12189882675.5,Northern Ireland
515,Western Europe,.45133045,0,2005,Border,10,395473.34,10.42407,28946.039,3.621222,10578899407.2,1648,395473.34,10.42407,28946.039,3.621222,10578899407.2,Border
516,Western Europe,.45133045,0,2005,Midland,25,204699.08,10.6207,28656.57,3.6065741,5556492069.69,1648,204699.08,10.6207,28656.57,3.6065741,5556492069.69,Midland
517,Western Europe,.45133045,1,2005,West,73,341886.63,10.91942,29235.5,3.3489089,12007965313.2,1648,341886.63,10.91942,29235.5,3.3489089,12007965313.2,West
518,Western Europe,.45133045,0,2005,Mid-East w/ Dublin,216,1361403.4,11.5705,49842.699,5.4516439,5839395982.09,1648,1361403.4,11.5705,49842.699,5.4516439,5839395982.09,Mid-East w/ Dublin
519,Western Europe,.45133045,0,2005,Mid-West,76,271552,11.02006,34735.25,3.6869631,6801822648.66,1648,271552,11.02006,34735.25,3.6869631,6801822648.66,Mid-West
520,Western Europe,.45133045,0,2005,South-East,20,390712.69,10.65495,29621.449,3.9212689,7742335947.35,1648,390712.69,10.65495,29621.449,3.9212689,7742335947.35,South-East
521,Western Europe,.45133045,0,2005,South-West,78,495540.41,11.10015,46410.141,3.9056699,9973972183.82,1648,495540.41,11.10015,46410.141,3.9056699,9973972183.82,South-West
522,Western Europe,.45133045,0,2005,Bretagne,308,2308244.3,9.3048573,27347.109,4.7200279,20577832495.8,1774,2308244.3,9.3048573,27347.109,4.7200279,20577832495.8,Bretagne
523,,,0,2005,Manitoba,168,993381.75,12.17967,31069.16,.56337172,565518687920,1632,993381.75,12.17967,31069.16,.56337172,565518687920,Manitoba
524,,,0,2005,Saskatchewan,476,833355,12.09092,37132.891,.39764869,559929587653,1632,833355,12.09092,37132.891,.39764869,559929587653,Saskatchewan
525,,,0,2005,Alberta,552,2822462.5,12.68226,49070.859,1.581874,580268572335,1632,2822462.5,12.68226,49070.859,1.581874,580268572335,Alberta
526,,,0,2005,British Columbia,881,3527065.3,12.88648,34595.352,1.460391,818792303790,1632,3527065.3,12.88648,34595.352,1.460391,818792303790,British Columbia
527,,,0,2005,"Yukon Territory, Northwest Territories, and Nunavut",88,138139.25,12.07286,54585.262,-3.6727231,5437013730190,1632,138139.25,12.07286,54585.262,-3.6727231,5437013730190,"Yukon Territory, Northwest Territories, and Nunavut"
528,,,0,2005,Quebec,1646,6280362,12.55092,31404.859,1.598726,1269599657330,1632,6280362,12.55092,31404.859,1.598726,1269599657330,Quebec
529,,,0,2005,New Brunswick,143,531287.25,12.16074,28343.961,2.305347,52982193088.6,1632,531287.25,12.16074,28343.961,2.305347,52982193088.6,New Brunswick
530,,,0,2005,Nova Scotia,167,646894.5,12.50112,28382.27,2.805527,39120876482.7,1632,646894.5,12.50112,28382.27,2.805527,39120876482.7,Nova Scotia
531,,,-1,2005,Newfoundland-Labrador,107,419636.69,11.93876,31892.289,.2406853,329871776361,1632,419636.69,11.93876,31892.289,.2406853,329871776361,Newfoundland-Labrador
532,,,0,2005,Prince Edward Island,81,98379.906,12.39692,26598.711,3.1232481,4330091082.72,1632,98379.906,12.39692,26598.711,3.1232481,4330091082.72,Prince Edward Island
533,Western Europe,.45133045,0,2005,Cantabria,2,385837.59,,27950.1,4.6625319,3643280456.17,1777,385837.59,9.4981413,27950.1,4.6625319,3643280456.17,Cantabria
534,Western Europe,.45133045,0,2005,Corua (A),7,772225.88,,24346.381,4.9504561,5467498007.13,1777,772225.88,9.0211649,24346.381,4.9504561,5467498007.13,Corua (A)
535,Western Europe,.45133045,0,2005,lava,8,204634.44,,39856.59,4.5817089,2094921703.93,1777,204634.44,9.1928959,39856.59,4.5817089,2094921703.93,lava
536,Western Europe,.45133045,0,2005,Guipzcoa,7,472160.5,,36428.57,5.8520341,1357011662.08,1777,472160.5,9.2323942,36428.57,5.8520341,1357011662.08,Guipzcoa
537,Western Europe,.45133045,-1,2005,Vizcaya,6,780168.19,,35133.43,6.2546749,1499054388.52,1777,780168.19,9.3880157,35133.43,6.2546749,1499054388.52,Vizcaya
538,Western Europe,.45133045,0,2005,Asturias,14,739891.5,,25003.83,4.6204791,7286508834.6,1777,739891.5,9.1059551,25003.83,4.6204791,7286508834.6,Asturias
539,,,0,2005,Idaho,2247,1001831.3,12.03405,35410.84,1.888617,151557922985,1663,1001831.3,12.03405,35410.84,1.888617,151557922985,Idaho
540,,,0,2005,Oregon,5015,2519154.3,12.29158,39022.172,2.6692331,174590899886,1663,2519154.3,12.29158,39022.172,2.6692331,174590899886,Oregon
541,,,0,2005,Wyoming,93,361698.5,12.26926,46551.648,.73159438,174028066002,1663,361698.5,12.26926,46551.648,.73159438,174028066002,Wyoming
542,,,0,2005,Iowa,1486,2013351.1,12.27058,38599.07,3.0231609,97943898735.5,1663,2013351.1,12.27058,38599.07,3.0231609,97943898735.5,Iowa
543,,,0,2005,Nebraska,384,1182455.4,12.27021,40869.18,2.1790669,133791336225,1663,1182455.4,12.27021,40869.18,2.1790669,133791336225,Nebraska
544,,,0,2005,Massachusetts,9348,4359290,12.63662,52853.77,5.7239079,14241445663.3,1663,4359290,12.63662,52853.77,5.7239079,14241445663.3,Massachusetts
545,,,0,2005,Illinois,8315,8259853.5,12.24749,44871.23,4.45894,95604712041.5,1663,8259853.5,12.24749,44871.23,4.45894,95604712041.5,Illinois
546,,,0,2005,New York,13229,13110387,12.29544,49271.219,5.0243068,86215767060.5,1663,13110387,12.29544,49271.219,5.0243068,86215767060.5,New York
547,,,0,2005,Pennsylvania,6809,8268799.5,12.2656,41613.488,4.6676378,77680685171.2,1663,8268799.5,12.2656,41613.488,4.6676378,77680685171.2,Pennsylvania
548,,,0,2005,Michigan,9237,6927735,12.22553,38844.781,4.2016368,103715458967,1663,6927735,12.22553,38844.781,4.2016368,103715458967,Michigan
549,,,0,2005,Ontario,3630,9437130,12.77797,39078.328,2.503978,771571402960,1632,9437130,12.77797,39078.328,2.503978,771571402960,Ontario
550,Western Europe,.45133045,0,2005,Burgos,14,244481.44,,32104.43,3.229528,9675640188.98,1777,244481.44,9.5410557,32104.43,3.229528,9675640188.98,Burgos
551,Western Europe,.45133045,0,2005,Len,0,337148.38,,24727.85,3.460331,10592986236.4,,337148.38,9.2108717,24727.85,3.460331,10592986236.4,Len
552,Western Europe,.45133045,0,2005,Palencia,0,117478.32,,27766.789,3.070179,5452503306.35,,117478.32,9.1699686,27766.789,3.070179,5452503306.35,Palencia
553,Western Europe,.45133045,0,2005,Navarra,34,403789.38,,35676.422,4.048398,7046248860.91,1777,403789.38,9.6428823,35676.422,4.048398,7046248860.91,Navarra
554,Western Europe,.45133045,1,2005,Lugo,3,244662.97,,22422.391,3.5915251,6742000039.79,1777,244662.97,8.8184671,22422.391,3.5915251,6742000039.79,Lugo
555,Western Europe,.45133045,0,2005,Ourense,0,229321.7,,20438.84,3.843915,4909689995.5,,229321.7,8.3319139,20438.84,3.843915,4909689995.5,Ourense
556,Western Europe,.45133045,0,2005,Pontevedra,3,636074.19,,22909.6,5.340652,3048541366.8,1777,636074.19,9.1141272,22909.6,5.340652,3048541366.8,Pontevedra
557,Western Europe,.45133045,0,2005,"Rioja, La",1,203588.88,,30588.689,4.0881519,3414225338.17,1777,203588.88,9.4398308,30588.689,4.0881519,3414225338.17,"Rioja, La"
558,Western Europe,.45133045,0,2005,Ceuta y Melilla,0,86894.977,,25310.5,8.5109606,17487642.1764,,86894.977,8.3718939,25310.5,8.5109606,17487642.1764,Ceuta y Melilla
559,South Asia,.38106942,1,2005,Arunachal Pradesh,0,689086.88,,2634.675,2.7015331,46239496910.8,,689086.88,2.6863415,2634.675,2.7015331,46239496910.8,Arunachal Pradesh
560,South Asia,.38106942,1,2005,Assam w/ Mizoram,0,16399836,,1802.395,5.6886349,55500477649.5,,16399836,3.1711364,1802.395,5.6886349,55500477649.5,Assam w/ Mizoram
561,South Asia,.38106942,0,2005,Bihar,20,66750052,,1018.562,6.5411658,96307320755.5,1764,66750052,2.409508,1018.562,6.5411658,96307320755.5,Bihar
562,South Asia,.38106942,1,2005,Chandigarh,14,570154.44,,8863.9639,9.020524,68933245.7784,1764,570154.44,,8863.9639,9.020524,68933245.7784,Chandigarh
563,South Asia,.38106942,0,2005,Madhya Pradesh,23,47834208,,1722.332,5.2870798,241873852448,1764,47834208,2.8596783,1722.332,5.2870798,241873852448,Madhya Pradesh
564,South Asia,.38106942,1,2005,,0,,,,,,,,,,,,
565,South Asia,.38106942,1,2005,"Goa, Daman and Diu",11,829360.19,,7691.3779,5.9203048,2226318963.83,1764,829360.19,5.9303198,7691.3779,5.9203048,2226318963.83,"Goa, Daman and Diu"
566,South Asia,.38106942,1,2005,Delhi,117,8584050,,6534.8618,9.2096653,858984950.642,1764,8584050,5.8515415,6534.8618,9.2096653,858984950.642,Delhi
567,South Asia,.38106942,0,2005,Gujarat,53,29711998,,3814.3359,5.6855922,100858065195,1764,29711998,3.8480668,3814.3359,5.6855922,100858065195,Gujarat
568,South Asia,.38106942,1,2005,Haryana,31,13165948,,4042.4641,6.2542791,25307735155.7,1764,13165948,3.9831448,4042.4641,6.2542791,25307735155.7,Haryana
569,South Asia,.38106942,0,2005,Himachal Pradesh,6,3775589.5,,3609.9851,4.7486029,32710915341.4,1764,3775589.5,4.7641516,3609.9851,4.7486029,32710915341.4,Himachal Pradesh
570,South Asia,.38106942,0,2005,Jammu & Kashmir,5,6696169,,2290.7041,4.6727042,62588833054.3,1764,6696169,3.4159973,2290.7041,4.6727042,62588833054.3,Jammu & Kashmir
571,South Asia,.38106942,0,2005,Maharashtra,340,54959804,,3986.1221,5.8152771,163871140650,1764,54959804,4.4076767,3986.1221,5.8152771,163871140650,Maharashtra
572,South Asia,.38106942,1,2005,Manipur,0,1363082.5,,1972.301,4.704473,12342281900.3,,1363082.5,4.8948159,1972.301,4.704473,12342281900.3,Manipur
573,South Asia,.38106942,0,2005,Meghalaya,0,1434067.1,,2397.092,4.7441068,12480443006.6,,1434067.1,2.2883627,2397.092,4.7441068,12480443006.6,Meghalaya
574,South Asia,.38106942,0,2005,Nagaland,0,1110181.1,,2820.2371,4.7846169,9278143551.1,,1110181.1,3.8677824,2820.2371,4.7846169,9278143551.1,Nagaland
575,South Asia,.38106942,0,2005,Orissa,5,20854394,,1861.8669,5.520236,83519821021.89999,1764,20854394,3.2159047,1861.8669,5.520236,83519821021.89999,Orissa
576,South Asia,.38106942,1,2005,Punjab,3,15012977,,3594.6589,6.242579,29197737282,1764,15012977,4.4816027,3594.6589,6.242579,29197737282,Punjab
577,South Asia,.38106942,1,2005,Rajasthan,4,34451984,,1971.245,5.1904931,191872077777,1764,34451984,2.5990224,1971.245,5.1904931,191872077777,Rajasthan
578,South Asia,.38106942,-1,2005,Sikkim,0,321434.44,,2985.186,4.3942709,3969033514.07,,321434.44,3.2439578,2985.186,4.3942709,3969033514.07,Sikkim
579,South Asia,.38106942,1,2005,Tripura,0,1859047.6,,2466.1599,5.7815309,5733284687.96,,1859047.6,4.9162688,2466.1599,5.7815309,5733284687.96,Tripura
580,South Asia,.38106942,1,2005,Uttar Pradesh,82,101674264,,1530.182,6.4143882,166524339094,1764,101674264,2.9607382,1530.182,6.4143882,166524339094,Uttar Pradesh
581,South Asia,.38106942,1,2005,West Bengal,50,46487868,,2312.887,6.9007492,46814717019.4,1764,46487868,3.2005076,2312.887,6.9007492,46814717019.4,West Bengal
582,South-East Asia,-.27363741,-1,2005,Ang Tong,1,135725.19,,3552.175,5.6154699,494188691.645,1770,135725.19,5.789269,3552.175,5.6154699,494188691.645,Ang Tong
583,South-East Asia,-.27363741,1,2005,Buri Ram,0,717517.13,,1553.585,4.9194641,5240059488.25,,717517.13,4.7454991,1553.585,4.9194641,5240059488.25,Buri Ram
584,South-East Asia,-.27363741,1,2005,Chai Nat,0,172903.38,,3284.449,4.9021058,1284830588.84,,172903.38,4.3801589,3284.449,4.9021058,1284830588.84,Chai Nat
585,South-East Asia,-.27363741,0,2005,Chaiyaphum,0,535891.88,,1474.835,4.3928032,6626848760.53,,535891.88,5.0298672,1474.835,4.3928032,6626848760.53,Chaiyaphum
586,South-East Asia,-.27363741,1,2005,Chian Mai,2,851912.19,,3959.5569,4.2847381,11736990583.6,1770,851912.19,5.9041138,3959.5569,4.2847381,11736990583.6,Chian Mai
587,South-East Asia,-.27363741,1,2005,Chiang Rai,0,611011.06,,2295.207,4.5929661,6185136311.43,,611011.06,3.9403479,2295.207,4.5929661,6185136311.43,Chiang Rai
588,South-East Asia,-.27363741,0,2005,Kalasin,0,455526.13,,1572.629,4.834733,3620890900.35,,455526.13,5.158494,1572.629,4.834733,3620890900.35,Kalasin
589,South-East Asia,-.27363741,-1,2005,Kam Phaeng Phet,0,381827.69,,4492.917,4.435534,4524176007.17,,381827.69,3.8047049,4492.917,4.435534,4524176007.17,Kam Phaeng Phet
590,South-East Asia,-.27363741,1,2005,Kanchanaburi,0,398620.31,,3768.355,3.6796041,10058372332.2,,398620.31,5.0007501,3768.355,3.6796041,10058372332.2,Kanchanaburi
591,South-East Asia,-.27363741,1,2005,Khon Kaen,0,909078.56,,2987.3291,5.0973349,5557212044.05,,909078.56,5.565249,2987.3291,5.0973349,5557212044.05,Khon Kaen
592,South-East Asia,-.27363741,1,2005,Lampang,0,400853.28,,2940.5859,4.1022139,6628519660.45,,400853.28,5.2125201,2940.5859,4.1022139,6628519660.45,Lampang
593,South-East Asia,-.27363741,1,2005,Lamphun,0,216732.56,,6657.439,4.5139689,2374282214.04,,216732.56,5.7345881,6657.439,4.5139689,2374282214.04,Lamphun
594,South-East Asia,-.27363741,0,2005,Loei,0,301465.13,,1742.178,3.995101,5548642427.770001,,301465.13,4.5258999,1742.178,3.995101,5548642427.770001,Loei
595,South-East Asia,-.27363741,0,2005,Lop Buri,0,394505,,4752.394,4.7966208,3257665383.63,,394505,5.4090648,4752.394,4.7966208,3257665383.63,Lop Buri
596,South-East Asia,-.27363741,-1,2005,Mae Hong Son,0,107151.11,,1786.597,2.7664509,6738174788.11,,107151.11,3.0372,1786.597,2.7664509,6738174788.11,Mae Hong Son
597,South-East Asia,-.27363741,1,2005,Maha Sarakham,0,461679.13,,1528.9301,5.059742,2930368363.61,,461679.13,5.420732,1528.9301,5.059742,2930368363.61,Maha Sarakham
598,South-East Asia,-.27363741,-1,2005,Nakhon Nayok,1,126069.21,,3204.7419,4.7315369,1111037250.92,1770,126069.21,5.6477752,3204.7419,4.7315369,1111037250.92,Nakhon Nayok
599,South-East Asia,-.27363741,0,2005,Nakhon Pathom,4,455438.88,,9042.5156,6.0147839,1112352905.53,1770,455438.88,6.291471,9042.5156,6.0147839,1112352905.53,Nakhon Pathom
600,South-East Asia,-.27363741,1,2005,Nakhon Ratchasima,0,1321862.6,,3121.6421,4.809988,10770480236.3,,1321862.6,5.2667718,3121.6421,4.809988,10770480236.3,Nakhon Ratchasima
601,South-East Asia,-.27363741,1,2005,Nakhon Sawan,0,539564.06,,3288.2141,4.6880798,4966331644.7,,539564.06,4.597003,3288.2141,4.6880798,4966331644.7,Nakhon Sawan
602,South-East Asia,-.27363741,0,2005,Nan,0,239424.33,,1898.493,3.6065781,6499072080.12,,239424.33,4.0699911,1898.493,3.6065781,6499072080.12,Nan
603,South-East Asia,-.27363741,1,2005,Nong Khai,0,447627.94,,1766.296,4.7647748,3815941342.69,,447627.94,5.1220779,1766.296,4.7647748,3815941342.69,Nong Khai
604,South-East Asia,-.27363741,1,2005,Nonthaburi,3,557130.75,,6195.0488,7.4358191,328565514.141,1770,557130.75,11.319796,6195.0488,7.4358191,328565514.141,Nonthaburi
605,South-East Asia,-.27363741,1,2005,Pratum Thani,4,519613.5,,11110.6,6.4944119,785584903.683,1770,519613.5,8.0084038,11110.6,6.4944119,785584903.683,Pratum Thani
606,South-East Asia,-.27363741,-1,2005,Phayao,1,242379.64,,2340.3999,4.310236,3255250597.49,1770,242379.64,4.5600162,2340.3999,4.310236,3255250597.49,Phayao
607,South-East Asia,-.27363741,-1,2005,Phetchabun,0,496870.78,,2264.928,4.337945,6490794848.47,,496870.78,4.2347822,2264.928,4.337945,6490794848.47,Phetchabun
608,South-East Asia,-.27363741,0,2005,Phichit,0,289064.94,,2474.5391,4.8509789,2260695216.68,,289064.94,5.1836309,2474.5391,4.8509789,2260695216.68,Phichit
609,South-East Asia,-.27363741,-1,2005,Phitsanulok,0,443915.47,,3005.1919,4.3780661,5570964150.07,,443915.47,5.4381609,3005.1919,4.3780661,5570964150.07,Phitsanulok
610,South-East Asia,-.27363741,1,2005,Phra Nakhon Sri Ayuthaya,1,414486.81,,16296.1,5.7477708,1322164488.49,1770,414486.81,7.1252918,16296.1,5.7477708,1322164488.49,Phra Nakhon Sri Ayuthaya
611,South-East Asia,-.27363741,0,2005,Phrae,0,240848.02,,2041.432,4.2524018,3427270163.66,,240848.02,4.9047461,2041.432,4.2524018,3427270163.66,Phrae
612,South-East Asia,-.27363741,1,2005,Roi Et,0,609396.38,,1577.7791,5.005837,4082183159.1,,609396.38,4.5482879,1577.7791,5.005837,4082183159.1,Roi Et
613,South-East Asia,-.27363741,0,2005,Sakon Nakhon,0,519759,,1690.6899,4.6396699,5021332122.56,,519759,5.4384618,1690.6899,4.6396699,5021332122.56,Sakon Nakhon
614,South-East Asia,-.27363741,1,2005,Saraburi,0,335384.91,,11012.44,5.1989441,1852127224.32,,335384.91,3.8474629,11012.44,5.1989441,1852127224.32,Saraburi
615,South-East Asia,-.27363741,1,2005,Si Sa Ket,0,637519.88,,1377.611,4.9283228,4614772056.09,,637519.88,4.7619619,1377.611,4.9283228,4614772056.09,Si Sa Ket
616,South-East Asia,-.27363741,0,2005,Singburi,0,112254.72,,4594.0908,5.5495629,436576149.9,,112254.72,4.921875,4594.0908,5.5495629,436576149.9,Singburi
617,South-East Asia,-.27363741,-1,2005,Sukhothai,0,318636.41,,1972.832,4.5034862,3527412588.44,,318636.41,3.700875,1972.832,4.5034862,3527412588.44,Sukhothai
618,South-East Asia,-.27363741,1,2005,Suphan Buri,0,442017.75,,3023.115,5.0560212,2816032716.93,,442017.75,4.3934922,3023.115,5.0560212,2816032716.93,Suphan Buri
619,South-East Asia,-.27363741,-1,2005,Surin,0,634942.56,,1501.6801,4.9309859,4583892675.74,,634942.56,4.9619808,1501.6801,4.9309859,4583892675.74,Surin
620,South-East Asia,-.27363741,0,2005,Tak,0,262620.75,,2902.0669,3.3695381,9035606364.209999,,262620.75,3.9299541,2902.0669,3.3695381,9035606364.209999,Tak
621,South-East Asia,-.27363741,-1,2005,Uthai Thani,0,154970.91,,2511.9399,3.798018,3473696925.84,,154970.91,4.023757,2511.9399,3.798018,3473696925.84,Uthai Thani
622,South-East Asia,-.27363741,-1,2005,Uttaradit,1,235533.31,,2431.5911,4.046464,4118085387.52,1770,235533.31,5.3742509,2431.5911,4.046464,4118085387.52,Uttaradit
623,South-East Asia,-.27363741,-1,2005,Yasothon,0,272119.69,,1404.014,4.844933,2141076938.13,,272119.69,4.4821658,1404.014,4.844933,2141076938.13,Yasothon
624,,,0,2005,Ardebil,0,781477.25,7.6450338,4065.9009,4.2283049,11391654780.7,,781477.25,7.6450338,4065.9009,4.2283049,11391654780.7,Ardebil
625,,,0,2005,Bushehr,0,499640.13,8.3877907,13411.49,3.600915,13639541823.5,,499640.13,8.3877907,13411.49,3.600915,13639541823.5,Bushehr
626,,,0,2005,Chaharmahal and Bakhtiyari,0,501306.31,8.3321247,3840.429,4.0149431,9045562592.129999,,501306.31,8.3321247,3840.429,4.0149431,9045562592.129999,Chaharmahal and Bakhtiyari
627,,,1,2005,East Azarbayejan,0,2271747.8,8.0515633,5372,4.2977028,30895227031.8,,2271747.8,8.0515633,5372,4.2977028,30895227031.8,East Azarbayejan
628,,,0,2005,Esfahan,0,2693205.8,8.7232609,7465.6401,3.7070019,66120939302.4,,2693205.8,8.7232609,7465.6401,3.7070019,66120939302.4,Esfahan
629,,,1,2005,Fars,0,2465737.3,8.5306244,5196.7021,3.529824,72270941759.60001,,2465737.3,8.5306244,5196.7021,3.529824,72270941759.60001,Fars
630,,,1,2005,Gilan,0,1503610.5,8.6027412,4883.854,5.1284862,8909681288.4,,1503610.5,8.6027412,4883.854,5.1284862,8909681288.4,Gilan
